tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,tweet_favorite_count,tweet_retweet_count,dog_breed,Posted Image's URL,dog_stage
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12.0,10,Elliot,23501,5358,,https://t.co/cgwJwowTMC,
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13.0,10,Louis,17346,2886,,https://t.co/D0wb1GlKAt,
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12.0,10,,21734,3989,Pembroke,https://t.co/WiAMbTkDPf,
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12.0,10,Bella,29075,6546,golden retriever,https://t.co/4VsFysDmiw,
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12.0,10,Jesse,27640,4436,Chihuahua,https://t.co/fUod0tVmvK,
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11.0,10,,28150,4533,miniature pinscher,https://t.co/HauE8M3Bu4,
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,13.0,10,Romeo,22667,3642,basset,https://t.co/Qh5aEkRQm9,
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,12.0,10,Bailey,23822,3323,German short-haired pointer,https://t.co/IxM9IMKQq8,
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13.0,10,Duddles,107956,45849,English springer,https://t.co/UDT7ZkcTgY,
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12.0,10,Jack,17099,3261,Labrador retriever,https://t.co/0gOi601EAa,
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,11.0,10,Steven,23022,4941,,https://t.co/2mJCDEJWdD,
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,13.0,10,Beau,19317,2812,vizsla,https://t.co/YDtpCjIPKN,
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,13.0,10,Snoopy,19763,4319,Italian greyhound,https://t.co/lNZwgNO4gS,puppo
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",13.0,10,Shadow,7913,1349,basset,https://t.co/245xJJElsY,
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,14.0,10,Emmy,42876,7181,French bulldog,https://t.co/cwtWnHMVpe,
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,13.0,10,Aja,71144,17300,Chesapeake Bay retriever,https://t.co/lsPyyAiF1r,
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,12.0,10,Penny,23258,3994,basset,https://t.co/OYdDlfOGXP,
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",13.0,10,Dante,27907,5414,Saluki,https://t.co/SHRTIo5pxc,
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,12.0,10,Nelly,27755,5880,Pembroke,https://t.co/4g4cfj3P4Y,
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,12.0,10,Ginger,21125,3506,bloodhound,https://t.co/j211oCDRs6,pupper
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,13.0,10,Benedict,19163,2511,golden retriever,https://t.co/26BXueUgbs,
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",13.0,10,Venti,28490,4903,Bernese mountain dog,https://t.co/ejExJFq3ek,
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",13.0,10,Goose,25773,4497,Labrador retriever,https://t.co/V2WlACRJCN,
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,13.0,10,Nugget,22185,5081,Siberian husky,https://t.co/ogith9ejNj,
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,12.0,10,,26022,4922,West Highland white terrier,https://t.co/brCQoqc8AW,
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,12.0,10,Cash,28439,4875,Labrador retriever,https://t.co/lZhtizkURD,
874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,13.0,10,Jed,26651,4308,cocker spaniel,https://t.co/0YplNnSMEm,pupper
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",12.0,10,,23134,4125,flat-coated retriever,https://t.co/pwY9PQhtP2,
874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",13.0,10,Sebastian,35501,11007,Cardigan,https://t.co/XBE0evJZ6V,puppo
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",13.0,10,,24837,4143,Newfoundland,https://t.co/mNuMH9400n,
873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",12.0,10,Sierra,7467,1667,vizsla,https://t.co/Xp01EU3qyD,pupper
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,12.0,10,,28031,5669,Labrador retriever,https://t.co/EMYIdoblMR,doggo
872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",13.0,10,,15029,3884,pug,https://t.co/17FVMl4VZ5,
872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,13.0,10,Monkey,21309,3911,cocker spaniel,https://t.co/lUcpnZDPz9,
872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,12.0,10,,41606,9429,Pembroke,https://t.co/BZHiKx3FpQ,
872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck ,13.0,10,Harry,35085,6649,Labrador retriever,https://t.co/ejHvGDfWoa,
872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,12.0,10,Kody,35324,8549,pug,https://t.co/PKSpmiefwN,
871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,13.0,10,Lassie,39090,11918,Shetland sheepdog,https://t.co/uK6PNyeh9w,
871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,12.0,10,Rover,20787,3678,Labrador retriever,https://t.co/AiVljI6QCg,pupper
871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,12.0,10,Napolean,20730,3628,komondor,https://t.co/PR7B7w1rUw,doggo
871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",13.0,10,Boomer,23255,3999,kelpie,https://t.co/noNpY2Laoo,
870804317367881728,2017-06-03 00:48:22,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,11.0,10,,33791,6393,,https://t.co/GCD1JccCyi,
870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: ",13.0,10,Cody,12819,2817,Pembroke,https://t.co/4hxnDOt1CV,
870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,13.0,10,Zoey,85011,27680,golden retriever,https://t.co/T1xlgaPujm,
870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",13.0,10,Rumble,22453,4384,Greater Swiss Mountain dog,https://t.co/MVQCzrF1g9,
870063196459192321,2017-05-31 23:43:25,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride ,14.0,10,Clifford,37771,8840,,https://t.co/apVOyDgOju,
869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",13.0,10,Dewey,43710,10663,Pembroke,https://t.co/HciEaJkC4D,
869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,13.0,10,Stanley,29116,6728,Pembroke,https://t.co/vmCu3PFCQq,
869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for ,12.0,10,Scout,16476,3327,Chihuahua,https://t.co/DsA2hwXAJo,doggo
869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,13.0,10,Gizmo,21112,4023,Pembroke,https://t.co/IoR3n1fiiQ,
868880397819494401,2017-05-28 17:23:24,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,14.0,10,Walter,55098,12518,French bulldog,https://t.co/r28jFx9uyF,
868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,13.0,10,,28295,6275,Labrador retriever,https://t.co/yeaH8Ej5eM,
868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

",12.0,10,Cooper,10539,2240,whippet,https://t.co/ZMTE4Mr69f,
867900495410671616,2017-05-26 00:29:37,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",12.0,10,,24964,4439,Labrador retriever,https://t.co/JMhDNv5wXZ,
867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,13.0,10,Harold,35179,7788,Border collie,https://t.co/ZYg3NZGICa,
867421006826221569,2017-05-24 16:44:18,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo ,12.0,10,Shikha,16755,2697,Eskimo dog,https://t.co/XZlZKd73go,puppo
867051520902168576,2017-05-23 16:16:06,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",13.0,10,,33420,8425,Samoyed,https://t.co/M5Rz0R8SIQ,
866686824827068416,2017-05-22 16:06:55,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,12.0,10,Lili,20070,3727,flat-coated retriever,https://t.co/9b9J46E86Z,
866450705531457537,2017-05-22 00:28:40,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ",13.0,10,Jamesy,106827,32883,French bulldog,https://t.co/wk7TfysWHr,pupper
866334964761202691,2017-05-21 16:48:45,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,12.0,10,Coco,54720,15546,Samoyed,https://t.co/W86h5dgR6c,
865718153858494464,2017-05-19 23:57:46,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",13.0,10,Boomer,26640,6008,golden retriever,https://t.co/pozUoHLkGg,
865359393868664832,2017-05-19 00:12:11,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,13.0,10,Sammy,27530,5384,Chesapeake Bay retriever,https://t.co/g20EmqK7vc,
865006731092295680,2017-05-18 00:50:50,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,13.0,10,Nelly,29063,8209,Pembroke,https://t.co/LbkG5CiM7o,
864873206498414592,2017-05-17 16:00:15,Twitter for iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 ,14.0,10,,33651,9361,,https://t.co/wr3xsjeCIR,
864279568663928832,2017-05-16 00:41:21,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,12.0,10,Meatball,15195,3266,bull mastiff,https://t.co/S2HdmFFPck,
864197398364647424,2017-05-15 19:14:50,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,13.0,10,Paisley,31459,9616,golden retriever,https://t.co/cPq9fYvkzr,
